Age,Age Group,Attrition,Attrition Flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income Group,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Tenure Group,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,Young,No,0,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,Low Income,4267,5,Y,No,12,3,1,80,2,8,5,3,0,New Employee,0,0,0
35,Mid-Career,No,0,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,4859,Low Income,6698,1,Y,No,16,3,4,80,0,5,3,3,5,Experienced,4,0,3
34,Mid-Career,No,0,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4,Male,74,4,2,Sales Executive,4,Single,5337,Medium Income,19921,1,Y,No,12,3,4,80,0,10,3,3,10,Veteran,7,5,7
26,Young,Yes,1,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340,Low Income,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,New Employee,0,0,0
37,Mid-Career,No,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,Medium Income,23848,4,Y,No,17,3,4,80,0,12,3,4,6,Experienced,5,1,2
46,Senior,No,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1,Female,86,3,3,Healthcare Representative,3,Married,10527,High Income,8984,5,Y,No,11,3,4,80,0,28,3,2,2,New Employee,2,1,2
41,Mid-Career,No,0,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2,Female,91,3,4,Manager,1,Married,16595,High Income,5626,7,Y,No,16,3,2,80,1,22,2,3,18,Veteran,16,11,8
37,Mid-Career,No,0,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,Medium Income,24666,1,Y,No,13,3,4,80,1,9,6,3,9,Veteran,5,7,7
52,Senior,No,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,Medium Income,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,Veteran,9,6,9
32,Mid-Career,Yes,1,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,4707,Low Income,23914,8,Y,No,12,3,4,80,0,6,2,3,4,Experienced,2,1,2
24,Young,No,0,Travel_Frequently,535,Sales,24,3,Medical,1,632,4,Male,38,3,1,Sales Representative,4,Married,2400,Low Income,5530,0,Y,No,13,3,3,80,2,3,3,3,2,New Employee,2,2,1
38,Mid-Career,No,0,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,Medium Income,22174,3,Y,No,19,3,3,80,1,18,4,3,1,New Employee,0,0,0
37,Mid-Career,No,0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,Medium Income,15701,6,Y,No,12,3,2,80,1,8,2,2,6,Experienced,5,4,3
49,Senior,No,0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,19502,High Income,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,Veteran,9,0,9
24,Young,No,0,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,89,4,1,Research Scientist,4,Married,2725,Low Income,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,Experienced,5,1,4
26,Young,No,0,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1,Male,66,3,2,Sales Executive,2,Married,6272,Medium Income,7428,1,Y,No,20,4,4,80,2,6,5,4,5,Experienced,3,1,4
24,Young,No,0,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4,Male,94,2,1,Laboratory Technician,2,Married,2127,Low Income,9100,1,Y,No,21,4,4,80,1,1,2,3,1,New Employee,0,0,0
50,Senior,No,0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,99,3,5,Manager,2,Married,18200,High Income,7999,1,Y,No,11,3,3,80,1,32,2,3,32,Veteran,5,10,7
25,Young,No,0,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,2096,Low Income,26376,1,Y,No,11,3,3,80,0,7,1,3,7,Experienced,4,0,6
24,Young,Yes,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886,Low Income,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,Experienced,3,1,2
30,Mid-Career,Yes,1,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033,Low Income,14470,1,Y,No,18,3,3,80,1,1,2,4,1,New Employee,0,0,0
34,Mid-Career,No,0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,83,2,1,Research Scientist,4,Married,3622,Low Income,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,Experienced,5,1,3
31,Mid-Career,Yes,1,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233,Low Income,11512,2,Y,No,17,3,3,80,0,9,2,1,3,Experienced,1,1,2
35,Mid-Career,No,0,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,3681,Low Income,14004,4,Y,No,14,3,4,80,0,9,3,3,3,Experienced,2,0,2
31,Mid-Career,No,0,Travel_Rarely,525,Sales,6,4,Medical,1,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460,Medium Income,6219,4,Y,No,22,4,4,80,2,13,4,4,7,Experienced,7,5,7
27,Young,No,0,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187,Low Income,5013,0,Y,No,12,3,3,80,2,6,5,2,5,Experienced,3,0,3
37,Mid-Career,No,0,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,9602,Medium Income,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,Experienced,0,1,0
20,Young,No,0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4,Female,83,2,1,Research Scientist,2,Single,2836,Low Income,11757,1,Y,No,13,3,4,80,0,1,0,4,1,New Employee,0,0,0
42,Mid-Career,No,0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089,Low Income,5718,1,Y,No,13,3,2,80,2,10,4,3,10,Veteran,2,2,2
43,Mid-Career,No,0,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,16627,High Income,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,New Employee,0,0,0
38,Mid-Career,No,0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,2619,Low Income,14561,3,Y,No,17,3,4,80,0,8,3,2,0,New Employee,0,0,0
43,Mid-Career,No,0,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,Medium Income,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,Veteran,7,4,7
48,Senior,No,0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4,Female,40,2,4,Manager,1,Married,15402,High Income,17997,7,Y,No,11,3,1,80,1,21,3,1,3,Experienced,2,0,2
44,Mid-Career,No,0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,5985,Medium Income,26894,4,Y,No,11,3,2,80,0,10,1,4,2,New Employee,2,0,2
34,Mid-Career,No,0,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579,Low Income,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,Veteran,2,0,6
27,Young,Yes,1,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041,Low Income,16346,0,Y,No,11,3,2,80,1,5,3,3,4,Experienced,3,0,2
21,Young,No,0,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3,Male,49,3,1,Sales Representative,3,Single,3447,Low Income,24444,1,Y,No,11,3,3,80,0,3,2,3,3,Experienced,2,1,2
44,Mid-Career,No,0,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,19513,High Income,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,New Employee,2,0,1
22,Young,No,0,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married,2773,Low Income,12145,0,Y,No,20,4,4,80,0,3,3,3,2,New Employee,2,2,2
33,Mid-Career,No,0,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3,Male,39,3,2,Sales Executive,3,Divorced,7104,Medium Income,20431,0,Y,No,12,3,4,80,0,6,3,3,5,Experienced,0,1,2
32,Mid-Career,No,0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,92,3,2,Research Scientist,4,Married,6322,Medium Income,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,Experienced,4,0,5
30,Mid-Career,No,0,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,Low Income,22653,1,Y,No,20,4,3,80,1,1,2,3,1,New Employee,0,0,0
53,Senior,No,0,Travel_Rarely,238,Sales,1,1,Medical,1,682,4,Female,34,3,2,Sales Executive,1,Single,8381,Medium Income,7507,7,Y,No,20,4,4,80,0,18,2,4,14,Veteran,7,8,10
34,Mid-Career,No,0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2,Male,42,3,1,Research Scientist,4,Married,2691,Low Income,7660,1,Y,No,12,3,4,80,1,10,4,2,10,Veteran,9,8,8
45,Mid-Career,Yes,1,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1,Female,100,3,2,Sales Executive,1,Married,4286,Low Income,5630,2,Y,No,14,3,4,80,2,5,4,3,1,New Employee,1,0,0
26,Young,No,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659,Low Income,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,Experienced,2,0,2
37,Mid-Career,No,0,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,Medium Income,9606,1,Y,No,15,3,3,80,1,10,2,3,10,Veteran,7,7,8
29,Young,No,0,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married,5561,Medium Income,3487,1,Y,No,14,3,1,80,1,6,5,2,6,Experienced,0,1,2
35,Mid-Career,No,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single,6646,Medium Income,19368,1,Y,No,13,3,2,80,0,17,3,3,17,Veteran,11,11,8
33,Mid-Career,No,0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,Medium Income,5335,3,Y,No,23,4,3,80,1,15,2,1,13,Veteran,11,4,7
54,Senior,No,0,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,3,Male,88,3,3,Human Resources,2,Married,10725,High Income,6729,2,Y,No,15,3,3,80,1,16,1,4,9,Veteran,7,7,1
36,Mid-Career,No,0,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,Medium Income,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,Experienced,2,0,2
27,Young,No,0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,1,Male,54,2,1,Research Scientist,4,Single,2045,Low Income,15174,0,Y,No,13,3,4,80,0,5,0,3,4,Experienced,2,1,1
20,Young,Yes,1,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,4,Male,32,3,1,Research Scientist,3,Single,1009,Low Income,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,New Employee,0,1,1
33,Mid-Career,Yes,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single,3348,Low Income,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,Veteran,8,9,7
35,Mid-Career,No,0,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281,Low Income,16900,1,Y,No,18,3,3,80,2,1,3,3,1,New Employee,0,0,0
23,Young,No,0,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,1,Male,58,4,1,Research Scientist,1,Married,2819,Low Income,8544,2,Y,No,16,3,1,80,1,5,3,4,3,Experienced,2,0,2
25,Young,No,0,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,4,Male,57,4,2,Sales Executive,2,Married,4851,Low Income,15678,0,Y,No,22,4,3,80,1,4,4,3,3,Experienced,2,1,2
38,Mid-Career,No,0,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single,4028,Low Income,7791,0,Y,No,20,4,1,80,0,8,2,3,7,Experienced,7,0,5
29,Young,No,0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,Low Income,18959,1,Y,No,18,3,4,80,1,10,5,3,10,Veteran,7,2,8
48,Senior,No,0,Travel_Rarely,817,Sales,2,1,Marketing,1,712,2,Male,56,4,2,Sales Executive,2,Married,8120,Medium Income,18597,3,Y,No,12,3,4,80,0,12,3,3,2,New Employee,2,2,2
27,Young,No,0,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647,Low Income,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,Experienced,5,0,4
37,Mid-Career,No,0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680,Low Income,15232,3,Y,No,17,3,1,80,0,4,2,3,1,New Employee,0,0,0
50,Senior,No,0,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221,Low Income,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,Veteran,8,3,8
34,Mid-Career,No,0,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621,Medium Income,17654,1,Y,No,14,3,2,80,0,9,3,4,8,Veteran,7,7,7
24,Young,Yes,1,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,1,Female,65,3,2,Sales Executive,3,Single,4577,Low Income,24785,9,Y,No,14,3,1,80,0,4,3,3,2,New Employee,2,2,0
39,Mid-Career,No,0,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553,Low Income,20978,1,Y,No,11,3,1,80,0,20,4,3,20,Veteran,7,11,10
32,Mid-Career,No,0,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,5396,Medium Income,21703,1,Y,No,12,3,4,80,0,10,2,2,10,Veteran,7,0,8
50,Senior,Yes,1,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married,6796,Medium Income,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,Experienced,3,1,3
38,Mid-Career,No,0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,Medium Income,19383,0,Y,No,13,3,3,80,0,10,4,2,9,Veteran,7,1,8
27,Young,No,0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,Medium Income,6009,1,Y,No,11,3,4,80,0,9,3,3,9,Veteran,7,0,7
32,Mid-Career,No,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,3,Female,39,3,3,Research Director,4,Single,11159,High Income,19373,3,Y,No,15,3,4,80,0,10,6,3,7,Experienced,7,7,7
47,Senior,No,0,Travel_Rarely,703,Sales,14,4,Marketing,1,728,4,Male,42,3,2,Sales Executive,1,Single,4960,Low Income,11825,2,Y,No,12,3,4,80,0,20,2,3,7,Experienced,7,1,7
40,Mid-Career,No,0,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,4,Male,48,2,3,Sales Executive,1,Married,10475,High Income,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,Veteran,13,1,12
53,Senior,No,0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,3,Male,59,4,4,Research Director,3,Married,14814,High Income,13514,3,Y,No,19,3,3,80,0,32,3,3,5,Experienced,1,1,3
41,Mid-Career,No,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,Male,73,2,5,Manager,4,Divorced,19141,High Income,8861,3,Y,No,15,3,2,80,3,23,2,2,21,Veteran,6,12,6
60,Senior,No,0,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,1,Male,84,3,2,Sales Executive,1,Single,5405,Medium Income,11924,8,Y,No,14,3,4,80,0,10,1,3,2,New Employee,2,2,2
27,Young,No,0,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,Medium Income,4809,1,Y,No,21,4,3,80,2,9,4,2,9,Veteran,7,1,7
41,Mid-Career,No,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,4,Male,59,2,5,Manager,3,Married,19189,High Income,19562,1,Y,No,12,3,2,80,1,22,3,3,22,Veteran,7,2,10
50,Senior,No,0,Travel_Rarely,316,Sales,8,4,Marketing,1,738,4,Male,54,3,1,Sales Representative,2,Married,3875,Low Income,9983,7,Y,No,15,3,4,80,1,4,2,3,2,New Employee,2,2,2
28,Young,Yes,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,1,Female,67,1,1,Research Scientist,2,Single,2216,Low Income,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,Experienced,7,3,7
36,Mid-Career,No,0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married,11713,High Income,20335,9,Y,No,14,3,1,80,1,10,2,3,8,Veteran,7,0,5
38,Mid-Career,No,0,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861,Medium Income,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,New Employee,0,0,0
44,Mid-Career,No,0,Non-Travel,381,Research & Development,24,3,Medical,1,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708,Low Income,2104,2,Y,No,14,3,3,80,0,9,5,3,5,Experienced,2,1,4
47,Senior,No,0,Travel_Frequently,217,Sales,3,3,Medical,1,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770,High Income,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,Veteran,2,11,13
30,Mid-Career,No,0,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304,Medium Income,25275,7,Y,No,23,4,4,80,1,10,2,2,8,Veteran,7,7,7
29,Young,No,0,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single,2642,Low Income,2755,1,Y,No,11,3,3,80,0,1,6,3,1,New Employee,0,0,0
42,Mid-Career,Yes,1,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759,Low Income,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,New Employee,2,2,2
43,Mid-Career,No,0,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,47,2,2,Sales Executive,4,Married,6804,Medium Income,23683,3,Y,No,18,3,3,80,1,7,5,3,2,New Employee,2,2,2
34,Mid-Career,No,0,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,Healthcare Representative,3,Single,6142,Medium Income,7360,3,Y,No,11,3,4,80,0,10,2,3,5,Experienced,1,4,3
23,Young,No,0,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,2,Male,37,3,1,Laboratory Technician,1,Married,2500,Low Income,4344,1,Y,No,14,3,4,80,1,5,2,4,4,Experienced,3,0,2
39,Mid-Career,No,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married,6389,Medium Income,18767,9,Y,No,15,3,3,80,1,12,3,1,8,Veteran,3,3,6
56,Senior,No,0,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,3,Male,81,3,4,Healthcare Representative,4,Married,11103,High Income,20420,7,Y,No,11,3,3,80,0,30,1,2,10,Veteran,7,1,1
40,Mid-Career,No,0,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,4,Female,86,2,1,Research Scientist,4,Single,2342,Low Income,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,Experienced,2,2,3
27,Young,No,0,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,55,2,2,Healthcare Representative,1,Single,6811,Medium Income,23398,8,Y,No,19,3,1,80,0,9,2,1,7,Experienced,6,0,7
29,Young,No,0,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297,Low Income,17967,1,Y,No,14,3,4,80,2,2,2,3,2,New Employee,2,2,2
53,Senior,No,0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,4,Male,86,3,2,Laboratory Technician,4,Single,2450,Low Income,10919,2,Y,No,17,3,4,80,0,19,4,3,2,New Employee,2,2,2
35,Mid-Career,No,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,Medium Income,4761,2,Y,No,11,3,1,80,1,16,2,4,1,New Employee,0,0,0
32,Mid-Career,No,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309,Medium Income,21146,1,Y,No,15,3,4,80,2,10,2,3,10,Veteran,8,4,7
38,Mid-Career,No,0,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,4,Male,92,3,1,Research Scientist,3,Married,3057,Low Income,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,New Employee,0,0,1
34,Mid-Career,No,0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,Medium Income,4187,3,Y,No,14,3,3,80,1,7,3,3,0,New Employee,0,0,0
52,Senior,No,0,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,Male,31,2,4,Manager,1,Married,16856,High Income,10084,1,Y,No,11,3,1,80,0,34,3,4,34,Veteran,6,1,16
33,Mid-Career,Yes,1,Travel_Rarely,527,Research & Development,1,4,Other,1,780,4,Male,63,3,1,Research Scientist,4,Single,2686,Low Income,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,Veteran,9,7,8
25,Young,No,0,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,32,3,2,Sales Executive,4,Single,6180,Medium Income,22807,1,Y,No,23,4,2,80,0,6,5,2,6,Experienced,5,1,4
45,Mid-Career,No,0,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,2,Male,46,1,2,Sales Representative,3,Single,6632,Medium Income,12388,0,Y,No,13,3,1,80,0,9,3,3,8,Veteran,7,3,1
23,Young,No,0,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,3505,Low Income,19630,1,Y,No,18,3,4,80,0,2,3,3,2,New Employee,2,0,2
47,Senior,Yes,1,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,77,4,2,Sales Executive,3,Single,6397,Medium Income,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,Experienced,4,1,3
34,Mid-Career,No,0,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,Sales Executive,4,Single,6274,Medium Income,18686,1,Y,No,22,4,3,80,0,6,5,3,6,Experienced,5,1,4
55,Senior,Yes,1,Travel_Rarely,725,Research & Development,2,3,Medical,1,787,4,Male,78,3,5,Manager,1,Married,19859,High Income,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,Experienced,2,1,4
36,Mid-Career,No,0,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587,Medium Income,14229,1,Y,No,15,3,2,80,0,10,1,3,10,Veteran,7,0,9
52,Senior,No,0,Non-Travel,715,Research & Development,19,4,Medical,1,791,4,Male,41,3,1,Research Scientist,4,Married,4258,Low Income,26589,0,Y,No,18,3,1,80,1,5,3,3,4,Experienced,3,1,2
26,Young,No,0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,Low Income,5288,3,Y,No,14,3,1,80,1,5,2,3,2,New Employee,2,2,0
29,Young,No,0,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335,Low Income,25549,4,Y,No,12,3,1,80,1,11,3,2,8,Veteran,7,1,1
26,Young,Yes,1,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796,4,Male,38,2,2,Sales Executive,1,Single,5326,Medium Income,3064,6,Y,No,17,3,3,80,0,6,2,2,4,Experienced,3,1,2
34,Mid-Career,No,0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,3280,Low Income,13551,2,Y,No,16,3,3,80,0,10,2,3,4,Experienced,2,1,3
54,Senior,No,0,Travel_Rarely,376,Research & Development,19,4,Medical,1,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,Medium Income,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,Experienced,3,1,4
27,Young,No,0,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342,Low Income,24008,0,Y,No,19,3,2,80,1,5,3,3,4,Experienced,2,1,1
37,Mid-Career,No,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,Low Income,19905,0,Y,Yes,13,3,2,80,2,6,3,2,5,Experienced,3,4,3
38,Mid-Career,No,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980,Medium Income,26085,6,Y,Yes,12,3,4,80,0,17,2,3,15,Veteran,7,4,12
34,Mid-Career,No,0,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,86,2,1,Research Scientist,1,Single,4381,Low Income,7530,1,Y,No,11,3,3,80,0,6,3,3,6,Experienced,5,1,3
35,Mid-Career,No,0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,72,3,1,Sales Representative,4,Married,2572,Low Income,20317,1,Y,No,16,3,2,80,1,3,1,2,3,Experienced,2,0,2
